level	kabupaten	kecamatan	kelurahan_desa	area_code	filter_segment	honda_ytd_jun_2026	total_market_ytd_jun_2026	market_share_ytd_jun_2026_pct	honda_ytd_jun_2025_comparable	total_market_ytd_jun_2025_comparable	market_share_ytd_jun_2025_comparable_pct	delta_share_points	source_2026	source_2025	period	currentness	data_quality_limit
KABUPATEN	Merangin				Sport High	0	0		0	2	0.0		POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Merangin				Sport Low	56	56	100.0	33	33	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Merangin				Sport Mid	1036	1100	94.181818	436	479	91.022965	3.158854	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Merangin				OTHERS	0	0		0	3	0.0		POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Sarolangun				ALL SEG	7873	9211	85.47389	5669	6602	85.867919	-0.394029	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Sarolangun				AT High	1672	2606	64.159632	835	1459	57.23098	6.928651	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Sarolangun				AT Low	2809	2832	99.187853	2297	2322	98.923342	0.264511	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Sarolangun				AT Mid	1248	1317	94.76082	876	961	91.155047	3.605773	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Sarolangun				Cub High	36	212	16.981132	38	102	37.254902	-20.27377	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Sarolangun				Cub Low	1184	1185	99.915612	933	933	100.0	-0.084388	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Sarolangun				Cub Mid	203	279	72.759857	193	289	66.782007	5.97785	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Sarolangun				Sport High	0	6	0.0	0	1	0.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Sarolangun				Sport Low	66	66	100.0	44	44	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Sarolangun				Sport Mid	655	708	92.514124	453	488	92.827869	-0.313745	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Sarolangun				OTHERS	0	0		0	3	0.0		POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Barat				ALL SEG	6110	7608	80.3102	4623	5940	77.828283	2.481917	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Barat				AT High	1298	2084	62.284069	826	1479	55.848546	6.435523	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Barat				AT Low	1890	1932	97.826087	1397	1426	97.966339	-0.140252	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Barat				AT Mid	1198	1291	92.796282	934	1006	92.842942	-0.04666	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Barat				Cub High	29	145	20.0	31	157	19.745223	0.254777	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Barat				Cub Low	993	995	99.798995	879	880	99.886364	-0.087369	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Barat				Cub Mid	501	938	53.411514	390	777	50.19305	3.218464	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Barat				Sport High	0	0		0	1	0.0		POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Barat				Sport Low	65	65	100.0	40	40	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Barat				Sport Mid	136	158	86.075949	126	160	78.75	7.325949	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Barat				OTHERS	0	0		0	14	0.0		POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Timur				ALL SEG	2960	4107	72.072072	2066	2961	69.773725	2.298347	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Timur				AT High	487	1016	47.933071	263	636	41.352201	6.58087	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Timur				AT Low	1139	1179	96.607294	808	840	96.190476	0.416818	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Timur				AT Mid	651	702	92.735043	460	505	91.089109	1.645934	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Timur				Cub High	14	86	16.27907	7	50	14.0	2.27907	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Timur				Cub Low	265	267	99.250936	273	273	100.0	-0.749064	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Timur				Cub Mid	300	733	40.927694	179	550	32.545455	8.38224	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Timur				Sport High	0	0		0	0			POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Timur				Sport Low	20	20	100.0	20	20	100.0	0.0	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Timur				Sport Mid	84	104	80.769231	56	84	66.666667	14.102564	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tanjab Timur				OTHERS	0	0		0	3	0.0		POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tebo				ALL SEG	7741	9343	82.853473	5362	6338	84.60082	-1.747347	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tebo				AT High	1600	2784	57.471264	685	1374	49.85444	7.616825	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
KABUPATEN	Tebo				AT Low	2575	2590	99.420849	1958	1982	98.789102	0.631748	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx / Data!A:E + geography sheet hierarchy	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx / Data!A:E (mapped through 2026 supplied hierarchy)	YTD Jan-Jun	LATEST_SUPPLIED_POLREG_GEOGRAPHIC_SOURCE_2026	2025 comparison uses 2026 geography mapping. Blank share with zero denominator means no market observations for that filter/geography; do not divide by zero.
